iter	MultiClass
130	0.3949447434
131	0.3941684148
132	0.3924592751
133	0.3909379558
134	0.3896127412
135	0.3885312388
136	0.3870422562
137	0.3860708324
138	0.3848731783
139	0.3838036071
140	0.3829495622
141	0.3817859235
142	0.3806756321
143	0.3795251671
144	0.3787489098
145	0.3777999045
146	0.3764160108
147	0.3752141267
148	0.3744677966
149	0.3738356331
150	0.3727586097
151	0.3717246308
152	0.37052643
153	0.3692461008
154	0.368527992
155	0.3676661423
156	0.3662470794
157	0.3652725855
158	0.3641019866
159	0.362894842
160	0.3622594227
161	0.3611751118
162	0.3599614917
163	0.358548272
164	0.3574906296
165	0.3567748928
166	0.3558009152
167	0.3548281694
168	0.3541243141
169	0.3533425843
170	0.3525042215
171	0.3517767913
172	0.350452288
173	0.3497412134
174	0.3488409128
175	0.3478252847
176	0.3470212811
177	0.3463149273
178	0.3450939898
179	0.3440437901
180	0.3431561999
181	0.3423824629
182	0.3416444176
183	0.3411355941
184	0.3403591348
185	0.3396977076
186	0.3390376777
187	0.3384599978
188	0.337691115
189	0.3368585446
190	0.3362245666
191	0.3354768034
192	0.3346815698
193	0.3338002039
194	0.3331026138
195	0.3323023129
196	0.3313488546
197	0.3303934093
198	0.3298886174
199	0.329180912
200	0.328662231
201	0.3279261849
202	0.3271868732
203	0.3264319304
204	0.3257005157
205	0.3250644458
206	0.3244781762
207	0.3237104245
208	0.3229864397
209	0.3224113606
210	0.3218400276
211	0.3213027021
212	0.3207248247
213	0.3202728482
214	0.3195702048
215	0.3189727458
216	0.3181591851
217	0.3178320921
218	0.3172629979
219	0.3165231756
220	0.3158062963
221	0.3150891748
222	0.3141578419
223	0.3136488103
224	0.3130988628
225	0.312339124
226	0.3117536923
227	0.3113930012
228	0.3107638366
229	0.310317169
230	0.3100450345
231	0.3096097849
232	0.3089935773
233	0.308420227
234	0.3079040488
235	0.3074322066
236	0.3069853751
237	0.3063400395
238	0.3060518474
239	0.3055542479
240	0.3050044606
241	0.3042581764
242	0.3035396238
243	0.3030463157
244	0.3024729278
245	0.3021130968
246	0.3016789372
247	0.3011409025
248	0.3007569599
249	0.300385476
250	0.299800107
251	0.2992364916
252	0.2985805412
253	0.2981908276
254	0.2976791183
255	0.2973100248
256	0.2969906271
257	0.2965442497
258	0.2962027488
259	0.2957723969
260	0.2954643099
261	0.2950169319
262	0.2944828703
263	0.2940479596
264	0.2936066782
265	0.2931959728
266	0.2927292123
267	0.2923130636
268	0.2920280758
269	0.2915041723
270	0.291066462
271	0.2905322745
272	0.2901666323
273	0.28973189
274	0.2893686708
275	0.2889511696
276	0.2884221905
277	0.2880196948
278	0.2876024012
279	0.2870565262
280	0.2865452838
281	0.2860675768
282	0.2857267783
283	0.2852776212
284	0.2848727291
285	0.2846477041
286	0.2843400852
287	0.283945505
288	0.2835055017
289	0.2831437478
290	0.2827516219
291	0.2822289215
292	0.2819307364
293	0.2814854143
294	0.2810937632
295	0.2807218491
296	0.2805211977
297	0.2801287424
298	0.2796027588
299	0.2792065533
300	0.2789216424
301	0.2785342106
302	0.2782162715
303	0.2776261519
304	0.2772193775
305	0.2768098071
306	0.27638345
307	0.2760561507
308	0.2758160577
309	0.2753611314
310	0.274880801
311	0.2745351234
312	0.274218375
313	0.2739473161
314	0.2735303196
315	0.2731286998
316	0.2728318159
317	0.2724738685
318	0.2720815218
319	0.2718481939
320	0.2714781055
321	0.2711382313
322	0.2708212488
323	0.2705668931
324	0.2701882668
325	0.2697967825
326	0.2695433089
327	0.2691960534
328	0.2688826908
329	0.2687015035
330	0.2684014001
331	0.2680796083
332	0.2678765369
333	0.2675215707
334	0.2672081245
335	0.2669170564
336	0.2666826501
337	0.2663314294
338	0.2660154011
339	0.2657247432
340	0.265378445
341	0.26514011
342	0.2649792691
343	0.2647497869
344	0.2643839073
345	0.2640440727
346	0.2637104656
347	0.2634237979
348	0.2632247037
349	0.2629178083
350	0.2627227804
351	0.2624225823
352	0.2620592896
353	0.2618605082
354	0.2615597758
355	0.2613036607
356	0.2610627403
357	0.2607950097
358	0.2605574745
359	0.260275311
360	0.2600050349
361	0.259771413
362	0.2595045982
363	0.2592299711
364	0.2589251768
365	0.2585977171
366	0.2583573089
367	0.258161214
368	0.2579398894
369	0.2576912594
370	0.2574743861
371	0.257129744
372	0.2567975623
373	0.2565677761
374	0.2562771818
375	0.2561069831
376	0.2558100826
377	0.2555763619
378	0.255367019
379	0.2550793054
380	0.2548781203
381	0.2546689417
382	0.2544889589
383	0.254331428
384	0.2540693741
385	0.2538891782
386	0.2537157434
387	0.2534522295
388	0.2530366842
389	0.2528559335
390	0.2526773975
391	0.2524642776
392	0.2522924222
393	0.2521046461
394	0.2518749125
395	0.251714937
396	0.2514685683
397	0.2512405971
398	0.2509468642
399	0.2506946014
400	0.250442907
401	0.250270106
402	0.2500147351
403	0.2497305726
404	0.2494726043
405	0.2492864927
406	0.2490773116
407	0.2488752673
408	0.2486809534
409	0.2484522057
410	0.2482903064
411	0.2480907125
412	0.2479092431
413	0.2477875769
414	0.2476266265
415	0.2474275362
416	0.2472136703
417	0.2470431685
418	0.2467923289
419	0.2466382971
420	0.2464548799
421	0.2462925903
422	0.2461084583
423	0.2458882141
424	0.2457525134
425	0.2455607926
426	0.2454118849
427	0.2452504128
428	0.2450147111
429	0.2448892675
430	0.2445848709
431	0.2444340323
432	0.2443027788
433	0.2441615966
434	0.2440058279
435	0.2438477625
436	0.2437267629
437	0.2435833249
438	0.2433515835
439	0.2431217375
440	0.2428683865
441	0.2426245615
442	0.2424814252
443	0.2423171352
444	0.2421901327
445	0.2420209842
446	0.2418364011
447	0.2416423855
448	0.2414764021
449	0.2412153405
450	0.2410585679
451	0.2409101821
452	0.2407521563
453	0.2405997503
454	0.2403887588
455	0.2402330154
456	0.2400677576
457	0.2398681874
458	0.2397287831
459	0.239617613
460	0.2395213341
461	0.2394048546
462	0.2392619143
463	0.2391215394
464	0.2388954963
465	0.2385892357
466	0.2384390537
467	0.2382326082
468	0.2381108794
469	0.2380283804
470	0.2378771998
471	0.2377668191
472	0.2376633355
473	0.2374287845
474	0.2371675732
475	0.2369894196
476	0.2368426694
477	0.2367318133
478	0.2366045659
479	0.2364908764
480	0.2363366346
481	0.23619102
482	0.23607781
483	0.2359437955
484	0.2358271928
485	0.2356511463
486	0.2355126607
487	0.2353552308
488	0.2351800519
489	0.2350946503
490	0.2349782056
491	0.234844038
492	0.2347084908
493	0.2346327535
494	0.2344934477
495	0.2343335059
496	0.2342073545
497	0.2340250718
498	0.233859422
499	0.2336688899
